session_id;date;user_id;user_age;pc_zone;hours_played;extra_bar_spent;total_paid;payment_method;game_played;client_rating;discount_promo
SESS-14384;2026-08-18 15:57:00;USR-1498;26;PS5;2;240;500;App;CS2;4.0;0
SESS-11948;2026-08-18 13:49:00;USR-1607;14;Standard;8;0;720;App;Valorant;4.0;1
SESS-11459;2026-08-27 12:08:00;USR-1086;23;Standard;3;600;300;Card;PUBG;5.0;0
SESS-13846;2026-08-02 05:56:00;USR-1633;21;Bootcamp;1;150;150;App;Valorant;3.0;0
SESS-15263;2026-08-15 04:04:00;USR-1787;31;Bootcamp;2;0;270;Card;CS2;4.0;1
SESS-13934;2026-08-30 13:11:00;USR-1056;18;Standard;4;0;400;App;CS2;2.0;0
SESS-15202;2026-08-18 07:43:00;USR-1335;34;Standard;2;0;200;Cash;Minecraft;4.0;0
SESS-11587;2026-08-11 06:04:00;USR-1389;22;Standard;1;120;100;Card;CS2;4.0;0
SESS-14207;2026-08-20 20:53:00;USR-1643;23;PS5;3;0;750;Card;Minecraft;4.0;0
SESS-11731;2026-08-15 09:19:00;USR-1726;25;Standard;2;0;200;Card;PUBG;4.5;0
SESS-15176;2026-08-21 08:49:00;USR-1555;16;VIP;1;0;200;Card;Valorant;3.0;0
SESS-14237;2026-08-25 21:18:00;USR-1013;23;Bootcamp;8;0;1200;Card;Minecraft;4.0;0
SESS-10182;2026-08-26 18:48:00;USR-1342;30;Standard;2;0;200;Card;Dota 2;4.0;0
SESS-11791;2026-08-21 18:13:00;USR-1070;21;Standard;3;0;300;App;Valorant;4.5;0
SESS-12355;2026-08-04 09:12:00;USR-1729;25;Standard;1;50;90;Card;CS2;5.0;1
SESS-11940;2026-08-28 19:36:00;USR-1596;24;Bootcamp;2;260;300;Card;Dota 2;4.5;0
SESS-10702;2026-08-17 20:47:00;USR-1368;21;Standard;3;0;300;App;CS2;4.5;0
SESS-12442;2026-08-25 22:25:00;USR-1309;32;VIP;3;700;600;;CS2;3.0;0
SESS-13315;2026-08-25 12:09:00;USR-1025;16;Standard;2;400;200;Card;CS2;5.0;0
SESS-10496;2026-08-07 22:22:00;USR-1492;15;Standard;4;0;400;App;CS2;4.5;0
SESS-14228;2026-08-26 19:39:00;USR-1324;19;Bootcamp;2;0;300;Cash;CS2;4.5;0
SESS-10464;2026-08-15 16:18:00;USR-1684;23;Standard;2;0;200;Card;CS2;4.0;0
SESS-13165;2026-08-30 03:33:00;USR-1196;23;Bootcamp;3;490;450;Card;CS2;5.0;0
SESS-14706;2026-08-18 06:06:00;USR-1456;17;Bootcamp;3;250;450;Card;Minecraft;5.0;0
SESS-10172;2026-08-13 17:17:00;USR-1332;21;VIP;1;0;200;Card;CS2;4.0;0
SESS-13630;2026-08-26 22:45:00;USR-1031;21;Standard;3;360;300;App;CS2;4.0;0
SESS-15209;2026-08-02 01:33:00;USR-1783;16;Standard;3;0;300;Card;PUBG;4.0;0
SESS-12540;2026-08-23 15:13:00;USR-1413;26;Standard;4;0;400;App;Dota 2;4.5;0
SESS-14938;2026-08-22 16:20:00;USR-1097;21;Standard;12;0;1200;Card;Dota 2;5.0;0
SESS-13481;2026-08-12 23:51:00;USR-1560;22;VIP;3;0;600;Card;Valorant;4.0;0
SESS-12260;2026-08-17 04:19:00;USR-1796;36;Standard;2;240;200;App;Dota 2;4.0;0
SESS-12112;2026-08-27 04:22:00;USR-1116;21;Standard;2;0;200;Cash;Dota 2;4.5;0
SESS-10900;2026-08-29 00:26:00;USR-1133;15;Standard;5;600;500;Card;CS2;4.5;0
SESS-11446;2026-08-09 18:19:00;USR-1077;25;Standard;4;800;400;Card;Dota 2;2.0;0
SESS-11911;2026-08-13 09:21:00;USR-1005;24;PS5;8;0;2000;App;CS2;4.0;0
SESS-12697;2026-08-19 07:26:00;USR-1020;26;Standard;3;0;300;Card;PUBG;5.0;0
SESS-13339;2026-08-19 22:49:00;USR-1770;18;Standard;3;0;300;App;Dota 2;4.0;0
SESS-10741;2026-08-30 17:43:00;USR-1554;25;Standard;8;0;800;Card;Deadlock;5.0;0
SESS-12293;2026-08-07 23:04:00;USR-1740;25;Bootcamp;3;0;405;Card;CS2;1.0;1
SESS-12452;2026-08-28 21:51:00;USR-1120;15;Standard;1;0;100;Card;Apex Legends;4.0;0
SESS-15028;2026-08-15 11:42:00;USR-1368;21;PS5;5;250;1250;Card;Dota 2;4.0;0
SESS-14444;2026-08-27 10:25:00;USR-1081;15;VIP;1;220;200;Cash;CS2;4.5;0
SESS-11206;2026-08-04 01:18:00;USR-1436;14;VIP;1;0;200;Cash;PUBG;4.0;0
SESS-10509;2026-08-08 10:21:00;USR-1308;18;Standard;2;400;180;Card;CS2;4.5;1
SESS-14515;2026-08-27 00:58:00;USR-1294;25;Bootcamp;3;250;405;Card;Dota 2;3.0;1
SESS-13085;2026-08-11 02:10:00;USR-1191;16;Standard;5;0;500;Card;CS2;3.0;0
SESS-13303;2026-08-15 04:31:00;USR-1397;21;Standard;1;0;100;App;CS2;3.0;0
SESS-13911;2026-08-25 05:18:00;USR-1287;17;Standard;1;0;90;Card;Dota 2;5.0;1
SESS-11549;2026-08-26 04:26:00;USR-1582;23;Standard;3;150;300;Card;CS2;4.5;0
SESS-13029;2026-08-20 11:27:00;USR-1225;19;Bootcamp;3;0;450;Card;Dota 2;1.0;0
SESS-13857;2026-08-06 19:43:00;USR-1027;15;Standard;3;360;300;Cash;Dota 2;4.5;0
SESS-12202;2026-08-27 21:56:00;USR-1275;16;Standard;2;0;180;App;Dota 2;4.0;1
SESS-12566;2026-08-01 04:47:00;USR-1029;21;Standard;2;0;180;Card;Valorant;4.0;1
SESS-13935;2026-08-29 09:16:00;USR-1272;16;Standard;2;160;200;Card;CS2;5.0;0
SESS-12044;2026-08-31 08:10:00;USR-1417;26;Standard;1;0;90;Card;CS2;4.5;1
SESS-10767;2026-08-30 18:37:00;USR-1210;22;Standard;8;0;800;App;Deadlock;5.0;0
SESS-15291;2026-08-22 10:32:00;USR-1716;17;Standard;5;1000;450;Cash;Cyberpunk 2077;3.0;1
SESS-11508;2026-08-08 15:43:00;USR-1417;26;Bootcamp;2;0;270;Card;Valorant;5.0;1
SESS-10421;2026-08-09 23:31:00;USR-1758;17;Bootcamp;2;0;300;Card;Dota 2;5.0;0
SESS-10123;2026-08-20 20:25:00;USR-1761;25;Standard;1;50;100;App;Cyberpunk 2077;4.5;0
SESS-14523;2026-08-24 08:42:00;USR-1441;23;Bootcamp;3;0;450;Card;Deadlock;4.0;0
SESS-14030;2026-08-28 02:57:00;USR-1094;29;VIP;4;300;800;Cash;Minecraft;5.0;0
SESS-10819;2026-08-27 06:15:00;USR-1420;22;PS5;1;120;250;Card;CS2;5.0;0
SESS-11403;2026-08-04 03:31:00;USR-1117;20;PS5;8;0;2000;Card;Valorant;4.5;0
SESS-11382;2026-08-09 00:22:00;USR-1502;16;Standard;3;0;300;App;Deadlock;4.0;0
SESS-12148;2026-08-02 17:06:00;USR-1205;22;Bootcamp;3;0;450;Card;Deadlock;4.0;0
SESS-14582;2026-08-04 04:07:00;USR-1726;25;PS5;4;320;1000;Card;CS2;5.0;0
SESS-11575;2026-08-17 21:19:00;USR-1439;23;Standard;8;640;800;Cash;Minecraft;2.0;0
SESS-11638;2026-08-16 05:58:00;USR-1792;22;Standard;12;2400;1200;App;CS2;4.0;0
SESS-11795;2026-08-03 15:16:00;USR-1730;30;VIP;2;0;400;Card;Dota 2;5.0;0
SESS-15228;2026-08-11 13:58:00;USR-1773;23;Standard;3;0;300;Card;CS2;3.0;0
SESS-14841;2026-08-11 11:39:00;USR-1555;16;Standard;1;80;90;Card;CS2;3.0;1
SESS-10399;2026-08-09 14:32:00;USR-1665;24;Standard;1;0;100;Card;Valorant;4.5;0
SESS-12310;2026-08-22 06:51:00;USR-1728;22;Bootcamp;2;0;300;App;Dota 2;5.0;0
SESS-10882;2026-08-12 13:35:00;USR-1596;24;Standard;8;0;800;Card;Deadlock;5.0;0
SESS-15194;2026-08-30 18:05:00;USR-1481;21;Standard;2;400;180;App;Dota 2;3.0;1
SESS-13418;2026-08-14 17:07:00;USR-1711;34;Standard;5;600;500;App;Browser/Work;4.0;0
SESS-11352;2026-08-26 03:54:00;USR-1117;20;Standard;1;0;100;Card;Apex Legends;2.0;0
SESS-13668;2026-08-06 11:27:00;USR-1325;15;PS5;2;0;500;Card;Minecraft;5.0;0
SESS-14944;2026-08-21 17:49:00;USR-1465;14;Standard;1;50;100;Card;Valorant;4.5;0
SESS-12130;2026-08-02 03:02:00;USR-1536;14;PS5;1;80;250;Card;Dota 2;5.0;0
SESS-10982;2026-08-05 04:20:00;USR-1172;25;VIP;8;0;1600;Card;Dota 2;4.5;0
SESS-10456;2026-08-20 10:23:00;USR-1150;21;VIP;3;0;540;App;PUBG;4.0;1
SESS-11486;2026-08-24 17:46:00;USR-1374;20;Standard;1;0;90;Card;CS2;5.0;1
SESS-11079;2026-08-24 22:14:00;USR-1136;28;VIP;4;900;800;Cash;Cyberpunk 2077;4.5;0
SESS-11950;2026-08-15 01:28:00;USR-1649;30;Standard;2;100;200;Card;Apex Legends;4.5;0
SESS-14685;2026-08-19 16:52:00;USR-1247;21;Standard;5;0;500;Cash;CS2;4.0;0
SESS-10689;2026-08-10 17:49:00;USR-1788;33;Bootcamp;2;0;270;Card;Valorant;5.0;1
SESS-12429;2026-08-05 14:09:00;USR-1254;14;VIP;1;0;200;Card;Deadlock;5.0;0
SESS-10641;2026-08-23 19:39:00;USR-1639;24;VIP;2;260;400;Card;CS2;4.5;0
SESS-12392;2026-08-30 11:07:00;USR-1388;25;Standard;2;160;180;Cash;CS2;3.0;1
SESS-12825;2026-08-14 20:43:00;USR-1096;31;PS5;8;960;2000;App;Valorant;4.0;0
SESS-11953;2026-08-21 21:49:00;USR-1082;32;Bootcamp;12;850;1800;Card;Minecraft;4.5;0
SESS-13240;2026-08-01 15:59:00;USR-1293;20;Standard;1;0;100;Card;CS2;4.0;0
SESS-13058;2026-08-29 07:24:00;USR-1177;21;Standard;3;0;300;App;Valorant;4.0;0
SESS-13262;2026-08-16 05:02:00;USR-1554;25;Standard;3;360;300;Card;GTA V;4.0;0
SESS-15095;2026-08-28 09:39:00;USR-1782;28;Standard;4;480;400;App;CS2;4.5;0
SESS-12710;2026-08-02 02:48:00;USR-1783;16;VIP;8;890;1600;Card;Valorant;5.0;0
SESS-13939;2026-08-13 00:40:00;USR-1516;35;Standard;4;320;400;Card;CS2;3.0;0
SESS-15178;2026-08-28 23:42:00;USR-1537;23;Standard;2;0;180;App;CS2;4.0;1
SESS-13454;2026-08-19 17:45:00;USR-1179;19;VIP;3;0;600;Card;Dota 2;4.5;0
SESS-11884;2026-08-31 00:08:00;USR-1072;17;PS5;12;0;3000;Cash;Minecraft;4.0;0
SESS-14089;2026-08-17 13:40:00;USR-1768;24;VIP;3;0;600;Card;Dota 2;4.5;0
SESS-10389;2026-08-01 13:20:00;USR-1153;24;VIP;1;450;200;Card;PUBG;4.5;0
SESS-12494;2026-08-02 03:01:00;USR-1636;16;Standard;5;1000;500;Card;Cyberpunk 2077;5.0;0
SESS-13683;2026-08-31 07:04:00;USR-1697;14;VIP;3;0;540;Card;Apex Legends;4.0;1
SESS-13036;2026-08-30 07:58:00;USR-1405;25;Standard;3;240;300;Card;CS2;3.0;0
SESS-13411;2026-08-25 15:34:00;USR-1373;18;Standard;1;0;100;Card;Valorant;3.0;0
SESS-10845;2026-08-05 20:31:00;USR-1001;26;Bootcamp;12;0;1620;Card;CS2;4.0;1
SESS-10542;2026-08-14 04:34:00;USR-1520;18;VIP;2;0;400;Card;Valorant;4.0;0
SESS-10091;2026-08-27 22:48:00;USR-1091;18;Standard;1;120;90;App;Dota 2;5.0;1
SESS-15110;2026-08-05 05:39:00;USR-1784;32;PS5;4;0;1000;Card;Minecraft;3.0;0
SESS-13252;2026-08-16 06:09:00;USR-1154;24;Standard;8;400;800;Card;Dota 2;;0
SESS-11979;2026-08-12 19:24:00;USR-1241;25;Standard;3;240;270;Card;Minecraft;4.0;1
SESS-13313;2026-08-06 17:48:00;USR-1230;17;VIP;1;0;200;Card;Valorant;5.0;0
SESS-14447;2026-08-13 13:12:00;USR-1495;16;VIP;1;450;200;App;PUBG;4.5;0
SESS-13424;2026-08-13 20:22:00;USR-1077;25;VIP;2;410;360;Card;Dota 2;3.0;1
SESS-13832;2026-08-01 18:23:00;USR-1591;24;Standard;2;0;180;Card;CS2;4.5;1
SESS-12964;2026-08-14 06:08:00;USR-1047;26;Standard;3;600;300;Card;PUBG;2.0;0
SESS-12529;2026-08-29 14:23:00;USR-1759;24;Standard;3;360;300;Card;Valorant;5.0;0
SESS-11676;2026-08-11 11:05:00;USR-1066;26;Standard;1;0;100;Card;Dota 2;5.0;0
SESS-11048;2026-08-05 05:29:00;USR-1554;25;Standard;1;0;100;App;Minecraft;5.0;0
SESS-12949;2026-08-12 01:01:00;USR-1751;22;VIP;1;0;200;App;CS2;4.0;0
SESS-11960;2026-08-09 23:46:00;USR-1414;22;Standard;2;0;200;Cash;CS2;4.5;0
SESS-12530;2026-08-29 11:04:00;USR-1709;38;Bootcamp;1;0;150;App;Dota 2;4.0;0
SESS-13918;2026-08-20 12:24:00;USR-1151;17;VIP;1;0;200;App;Dota 2;3.0;0
SESS-13279;2026-08-01 00:59:00;USR-1653;15;VIP;2;340;400;Card;Dota 2;5.0;0
SESS-10237;2026-08-28 18:27:00;USR-1712;20;Bootcamp;3;700;405;Card;Dota 2;5.0;1
SESS-13578;2026-08-05 06:10:00;USR-1462;20;VIP;4;420;800;App;Minecraft;2.0;0
SESS-14497;2026-08-30 10:39:00;USR-1493;22;Standard;4;0;400;Card;CS2;1.0;0
SESS-11133;2026-08-14 11:06:00;USR-1292;19;Standard;2;160;200;App;CS2;4.5;0
SESS-12880;2026-08-11 15:44:00;USR-1511;25;Standard;2;400;180;App;Valorant;3.0;1
SESS-11805;2026-08-19 19:52:00;USR-1358;15;PS5;2;240;450;Card;Dota 2;4.5;1
SESS-14503;2026-08-25 22:13:00;USR-1130;26;Standard;2;400;200;Card;PUBG;3.0;0
SESS-10163;2026-08-07 17:38:00;USR-1666;22;Standard;2;0;180;Card;Dota 2;2.0;1
SESS-14108;2026-08-23 08:45:00;USR-1279;31;Standard;4;480;400;Card;Valorant;5.0;0
SESS-15169;2026-08-05 00:12:00;USR-1383;27;Standard;3;360;300;Card;Minecraft;3.0;0
SESS-15304;2026-08-21 16:00:00;USR-1716;17;Standard;3;360;270;App;Apex Legends;4.5;1
SESS-13948;2026-08-11 00:31:00;USR-1096;31;Standard;12;0;1200;Card;CS2;4.5;0
SESS-14075;2026-08-16 14:34:00;USR-1218;26;VIP;3;490;600;Card;Valorant;4.5;0
SESS-13780;2026-08-31 16:56:00;USR-1472;14;Standard;1;0;100;Card;CS2;5.0;0
SESS-10265;2026-08-07 19:45:00;USR-1721;22;Bootcamp;3;0;405;Cash;Dota 2;4.0;1
SESS-12001;2026-08-18 06:01:00;USR-1336;14;VIP;2;0;360;Card;Minecraft;5.0;1
SESS-11811;2026-08-19 08:53:00;USR-1366;18;Standard;2;0;200;App;CS2;4.0;0
SESS-12978;2026-08-01 08:17:00;USR-1255;18;Standard;3;0;300;Card;Dota 2;4.0;0
SESS-14971;2026-08-16 11:33:00;USR-1258;24;Standard;3;0;300;Card;Dota 2;5.0;0
SESS-12906;2026-08-09 23:01:00;USR-1377;22;VIP;3;0;600;Card;Valorant;5.0;0
SESS-14509;2026-08-13 19:44:00;USR-1074;16;Standard;5;0;500;Cash;Dota 2;4.0;0
SESS-11428;2026-08-17 08:34:00;USR-1330;18;Standard;2;0;200;Card;Valorant;4.5;0
SESS-10398;2026-08-27 04:33:00;USR-1216;26;Standard;2;400;200;App;Minecraft;4.0;0
SESS-14383;2026-08-01 21:12:00;USR-1535;18;Standard;3;0;270;Card;CS2;5.0;1
SESS-15102;2026-08-04 18:24:00;USR-1468;15;Standard;3;150;300;Card;Valorant;1.0;0
SESS-13078;2026-08-23 00:48:00;USR-1310;19;Standard;3;0;300;Cash;GTA V;5.0;0
SESS-13138;2026-08-12 18:33:00;USR-1319;22;Bootcamp;8;0;1080;App;Valorant;5.0;1
SESS-14850;2026-08-15 09:26:00;USR-1726;25;Bootcamp;4;0;600;App;Dota 2;5.0;0
SESS-15049;2026-08-22 06:35:00;USR-1277;40;VIP;3;0;600;Card;Dota 2;4.5;0
SESS-13322;2026-08-05 08:25:00;USR-1012;17;Standard;4;0;400;Card;Valorant;4.0;0
SESS-11452;2026-08-24 16:24:00;USR-1157;15;VIP;3;460;600;Card;Dota 2;4.5;0
SESS-10593;2026-08-26 13:03:00;USR-1086;23;VIP;1;0;180;Cash;Dota 2;5.0;1
SESS-12725;2026-08-06 06:58:00;USR-1361;23;Bootcamp;3;0;450;Card;Dota 2;4.5;0
SESS-10041;2026-08-03 21:38:00;USR-1143;24;Standard;5;0;500;App;CS2;4.5;0
SESS-10560;2026-08-11 01:03:00;USR-1625;15;Standard;1;0;100;Card;Dota 2;4.0;0
SESS-14390;2026-08-27 10:39:00;USR-1466;23;Standard;3;240;270;App;Dota 2;1.0;1
SESS-13782;2026-08-09 19:08:00;USR-1767;16;Standard;2;0;200;;Dota 2;4.0;0
SESS-10243;2026-08-18 12:26:00;USR-1356;19;Bootcamp;1;180;150;Card;Valorant;5.0;0
SESS-13172;2026-08-30 13:06:00;USR-1363;15;PS5;4;0;1000;App;Deadlock;3.0;0
SESS-11339;2026-08-30 09:56:00;USR-1385;19;Bootcamp;8;1060;1200;Card;Valorant;4.5;0
SESS-13277;2026-08-28 14:51:00;USR-1438;16;Bootcamp;3;250;450;App;CS2;3.0;0
SESS-13492;2026-08-20 23:53:00;USR-1471;16;Bootcamp;4;0;600;Card;CS2;4.0;0
SESS-10405;2026-08-29 04:59:00;USR-1246;17;PS5;1;120;250;Card;Valorant;3.0;0
SESS-11442;2026-08-19 18:50:00;USR-1419;40;Bootcamp;2;0;300;Card;CS2;5.0;0
SESS-10261;2026-08-24 11:36:00;USR-1759;24;Standard;8;0;800;Card;PUBG;5.0;0
SESS-13260;2026-08-29 02:47:00;USR-1783;16;Bootcamp;4;300;600;Card;CS2;4.0;0
SESS-11689;2026-08-01 12:37:00;USR-1179;19;Standard;2;240;200;App;CS2;4.0;0
SESS-11725;2026-08-08 19:29:00;USR-1602;19;Bootcamp;2;0;270;App;PUBG;3.0;1
SESS-11203;2026-08-02 19:12:00;USR-1553;22;Standard;12;960;1200;Card;Dota 2;1.0;0
SESS-10834;2026-08-21 06:58:00;USR-1433;34;Standard;1;0;100;Card;CS2;4.5;0
SESS-11866;2026-08-28 23:21:00;USR-1064;31;VIP;8;500;1600;App;PUBG;4.0;0
SESS-12496;2026-08-19 06:28:00;USR-1750;14;Bootcamp;1;0;150;App;Apex Legends;4.5;0
SESS-13016;2026-08-29 14:29:00;USR-1505;28;Standard;12;1440;1200;Card;Minecraft;4.5;0
SESS-14095;2026-08-09 04:17:00;USR-1604;25;Standard;3;0;300;Card;Dota 2;4.0;0
SESS-12010;2026-08-03 13:50:00;USR-1099;18;Standard;1;0;100;Cash;Deadlock;3.0;0
SESS-15144;2026-08-06 12:03:00;USR-1691;19;Standard;2;0;200;Card;Valorant;4.0;0
SESS-10340;2026-08-15 21:21:00;USR-1043;21;Standard;8;400;800;Card;Valorant;4.0;0
SESS-13528;2026-08-18 14:28:00;USR-1552;21;Standard;3;360;270;App;Valorant;5.0;1
SESS-11601;2026-08-29 01:35:00;USR-1754;19;Bootcamp;4;0;600;App;Dota 2;2.0;0
SESS-12796;2026-08-31 18:19:00;USR-1764;23;Bootcamp;1;330;150;Card;GTA V;4.5;0
SESS-13547;2026-08-01 13:33:00;USR-1679;41;Standard;3;0;270;Card;Valorant;4.5;1
SESS-15100;2026-08-06 15:16:00;USR-1357;34;Standard;1;200;100;Card;CS2;5.0;0
SESS-10480;2026-08-14 15:43:00;USR-1266;23;Standard;1;0;100;Card;GTA V;4.0;0
SESS-13957;2026-08-07 09:07:00;USR-1066;26;Standard;3;0;300;App;Valorant;4.5;0
SESS-12785;2026-08-17 18:04:00;USR-1465;14;VIP;4;1050;800;Card;CS2;3.0;0
SESS-11523;2026-08-30 04:39:00;USR-1459;22;PS5;2;100;450;Card;Minecraft;4.0;1
SESS-14012;2026-08-12 14:34:00;USR-1065;20;PS5;2;0;450;Card;Dota 2;5.0;1
SESS-14827;2026-08-25 22:32:00;USR-1665;24;Bootcamp;3;0;450;Card;Minecraft;4.5;0
SESS-15037;2026-08-15 14:34:00;USR-1021;24;VIP;2;0;360;Card;Dota 2;4.0;1
SESS-14440;2026-08-13 02:08:00;USR-1095;16;PS5;4;0;1000;App;Minecraft;5.0;0
SESS-10799;2026-08-24 17:15:00;USR-1288;16;Bootcamp;3;250;450;App;CS2;4.0;0
SESS-11766;2026-08-27 02:22:00;USR-1754;19;Standard;2;240;180;Card;CS2;4.0;1
SESS-14863;2026-08-27 09:58:00;USR-1435;17;Standard;3;0;300;Card;Apex Legends;5.0;0
SESS-13786;2026-08-18 09:48:00;USR-1372;27;Standard;12;0;1200;App;CS2;3.0;0
SESS-12453;2026-08-18 11:18:00;USR-1673;26;Standard;5;0;450;Cash;CS2;4.0;1
SESS-13393;2026-08-05 06:12:00;USR-1029;21;PS5;2;0;500;Card;Apex Legends;4.0;0
SESS-14724;2026-08-18 02:33:00;USR-1677;27;Bootcamp;3;490;450;Card;Dota 2;3.0;0
SESS-14407;2026-08-20 20:28:00;USR-1084;25;VIP;2;0;400;Card;Valorant;4.5;0
SESS-15081;2026-08-16 19:45:00;USR-1280;26;Standard;1;50;100;Card;PUBG;3.0;0
SESS-10363;2026-08-20 00:28:00;USR-1070;21;PS5;2;240;500;Card;CS2;2.0;0
SESS-11271;2026-08-20 23:15:00;USR-1681;20;Standard;5;250;450;App;CS2;5.0;1
SESS-15269;2026-08-24 21:17:00;USR-1105;20;Standard;5;0;500;App;CS2;3.0;0
SESS-15142;2026-08-31 22:40:00;USR-1675;21;Standard;12;0;1200;Card;CS2;4.5;0
SESS-13655;2026-08-10 17:00:00;USR-1144;20;VIP;5;500;1000;Card;Dota 2;4.0;0
SESS-15093;2026-08-16 04:55:00;USR-1066;26;Standard;2;100;200;Card;Apex Legends;4.5;0
SESS-14502;2026-08-21 15:14:00;USR-1634;26;VIP;2;650;400;Card;CS2;4.0;0
SESS-10347;2026-08-04 17:35:00;USR-1177;21;Standard;2;0;180;Card;CS2;4.5;1
SESS-14340;2026-08-05 16:43:00;USR-1775;22;Standard;5;0;500;Card;Dota 2;5.0;0
SESS-15019;2026-08-03 20:18:00;USR-1387;15;PS5;3;360;750;Card;Valorant;4.0;0
SESS-12562;2026-08-31 21:34:00;USR-1381;14;Standard;3;150;300;Card;CS2;4.5;0
SESS-13027;2026-08-11 13:14:00;USR-1368;21;PS5;2;400;500;App;Browser/Work;4.0;0
SESS-14984;2026-08-11 06:00:00;USR-1139;25;Standard;3;360;270;Card;Valorant;5.0;1
SESS-11423;2026-08-28 20:59:00;USR-1614;22;Standard;1;120;100;Card;Dota 2;4.5;0
SESS-10656;2026-08-28 18:27:00;USR-1755;29;Bootcamp;3;0;405;Cash;Valorant;5.0;1
SESS-13784;2026-08-22 14:24:00;USR-1065;20;Standard;3;0;300;App;Valorant;5.0;0
SESS-15009;2026-08-23 12:40:00;USR-1340;21;Standard;3;150;270;Card;Dota 2;4.5;1
SESS-12102;2026-08-29 16:40:00;USR-1167;17;VIP;1;0;200;App;CS2;4.0;0
SESS-10632;2026-08-04 07:30:00;USR-1190;16;VIP;3;250;540;Card;Valorant;4.5;1
SESS-13412;2026-08-03 14:09:00;USR-1398;15;Standard;1;0;100;Cash;CS2;4.5;0
SESS-12493;2026-08-26 00:00:00;USR-1647;22;PS5;1;50;250;Card;Dota 2;4.5;0
SESS-12665;2026-08-22 19:56:00;USR-1783;16;PS5;2;160;450;App;Valorant;;1
SESS-13800;2026-08-15 19:55:00;USR-1109;16;VIP;3;0;600;App;Dota 2;4.0;0
SESS-14210;2026-08-16 17:41:00;USR-1364;15;Standard;3;0;300;Card;Cyberpunk 2077;4.0;0
SESS-13904;2026-08-12 23:23:00;USR-1455;20;Bootcamp;8;1700;1080;App;Minecraft;3.0;1
SESS-13658;2026-08-24 17:40:00;USR-1028;22;PS5;2;0;500;Card;Dota 2;4.0;0
SESS-14169;2026-08-13 20:28:00;USR-1658;18;Standard;8;960;800;Card;CS2;4.5;0
SESS-12500;2026-08-15 03:13:00;USR-1023;17;VIP;3;700;600;Card;Apex Legends;3.0;0
SESS-11465;2026-08-02 17:51:00;USR-1582;23;Standard;4;0;400;App;GTA V;4.0;0
SESS-13480;2026-08-26 08:16:00;USR-1747;16;PS5;2;100;500;Card;Valorant;5.0;0
SESS-10115;2026-08-17 00:47:00;USR-1676;24;Standard;2;0;200;Cash;Apex Legends;4.0;0
SESS-11821;2026-08-28 12:39:00;USR-1157;15;Bootcamp;2;0;300;Card;CS2;4.0;0
SESS-11494;2026-08-04 00:50:00;USR-1321;15;Bootcamp;5;500;675;Card;Valorant;4.5;1
SESS-12401;2026-08-25 05:44:00;USR-1693;24;VIP;2;0;400;Card;Minecraft;5.0;0
SESS-11232;2026-08-27 10:38:00;USR-1280;26;Standard;5;600;500;Card;Valorant;4.5;0
SESS-12661;2026-08-12 07:29:00;USR-1215;15;VIP;4;0;800;Cash;Minecraft;5.0;0
SESS-12817;2026-08-25 22:09:00;USR-1125;23;Standard;2;0;200;App;Dota 2;2.0;0
SESS-13388;2026-08-29 10:47:00;USR-1014;24;Standard;3;240;270;Card;Dota 2;4.0;1
SESS-14967;2026-08-05 14:08:00;USR-1088;29;Standard;1;50;90;Cash;Apex Legends;5.0;1
SESS-11153;2026-08-20 13:50:00;USR-1444;18;Standard;2;0;200;Card;Dota 2;4.0;0
SESS-14321;2026-08-21 20:55:00;USR-1415;23;Standard;2;0;200;Cash;CS2;4.5;0
SESS-10057;2026-08-28 18:08:00;USR-1725;29;Bootcamp;3;490;450;Card;Minecraft;4.5;0
SESS-14013;2026-08-20 10:32:00;USR-1642;16;Standard;2;0;180;Card;Valorant;4.0;1
SESS-13785;2026-08-15 19:44:00;USR-1641;24;Bootcamp;2;0;300;Card;CS2;4.5;0
SESS-14655;2026-08-06 21:55:00;USR-1661;22;Standard;2;0;200;Card;Minecraft;4.5;0
SESS-15372;2026-08-04 20:02:00;USR-1583;24;Standard;1;0;100;App;CS2;4.0;0
SESS-11735;2026-08-01 15:31:00;USR-1637;25; standard ;2;0;180;Cash;Minecraft;5.0;1
SESS-12823;2026-08-07 15:23:00;USR-1683;15;VIP;2;0;400;Card;Dota 2;5.0;0
SESS-12196;2026-08-07 15:13:00;USR-1401;24;Standard;1;50;100;Cash;Deadlock;3.0;0
SESS-10159;2026-08-16 23:28:00;USR-1682;14;Bootcamp;1;0;150;Card;Valorant;5.0;0
SESS-12475;2026-08-18 01:35:00;USR-1791;14;VIP;3;250;540;Card;Deadlock;4.0;1
SESS-12564;2026-08-03 10:06:00;USR-1392;19;Standard;1;120;100;Cash;CS2;3.0;0
SESS-13856;2026-08-25 06:28:00;USR-1586;26;Bootcamp;2;490;300;Cash;CS2;3.0;0
SESS-14577;2026-08-09 22:55:00;USR-1469;16;Standard;2;400;200;Card;Minecraft;4.5;0
SESS-12608;2026-08-04 00:00:00;USR-1164;16;Standard;3;150;300;Card;Apex Legends;4.5;0
SESS-14205;2026-08-16 00:56:00;USR-1381;14;Standard;1;50;100;App;Dota 2;5.0;0
SESS-10707;2026-08-18 08:22:00;USR-1495;16;Bootcamp;1;0;150;Card;Valorant;5.0;0
SESS-13046;2026-08-29 05:44:00;USR-1655;17;Bootcamp;3;490;450;App;Apex Legends;4.0;0
